Time (Days),Gas Volume,Oil Volume,Water Volume ,Gas Production,Oil Production
5/19/03,0.41798,0,11,1587.36469,0
5/20/03,0.41753,0,12,1587.78222,0
5/21/03,0.41619,0,13,1588.19841,0
5/22/03,0.41449,0,11,1588.6129,0
5/23/03,0.41586,0,11,1589.02876,0
5/24/03,0.41508,0,11,1589.44384,0
5/25/03,0.41426,0,11,1589.8581,0
5/26/03,0.41341,0,10,1590.27151,0
5/27/03,0.41211,0,10,1590.68362,0
5/28/03,0.41072,0,10,1591.09434,0
5/29/03,0.41265,0,11,1591.50699,0
5/30/03,0.40667,0,10,1591.91366,0
5/31/03,0.4116,0,11,1592.32526,0
6/1/03,0.41103,0,12,1592.73629,0
6/2/03,0.41052,0,11,1593.14681,0
6/3/03,0.40985,0,11,1593.55666,0
6/4/03,0.40928,0,11,1593.96594,0
6/5/03,0.40875,0,11,1594.37469,0
6/6/03,0.40731,0,10,1594.782,0
6/7/03,0.40773,0,11,1595.18973,0
6/8/03,0.40688,0,12,1595.59661,0
6/9/03,0.4069,0,11,1596.00351,0
6/10/03,0.40646,0,11,1596.40997,0
6/11/03,0.40582,0,25,1596.81579,0
6/12/03,0.40537,0,11,1597.22116,0
6/13/03,0.40479,0,11,1597.62595,0
6/14/03,0.40424,0,11,1598.03019,0
6/15/03,0.40381,0,10,1598.434,0
6/16/03,0.40371,0,11,1598.83771,0
6/17/03,0.40265,0,8,1599.24036,0
6/18/03,0.40236,0,10,1599.64272,0
6/19/03,0.40145,0,11,1600.04417,0
6/20/03,0.40165,0,11,1600.44582,0
6/21/03,0.39823,0,10,1600.84405,0
6/22/03,0.39696,0,11,1601.24101,0
6/23/03,0.39726,0,12,1601.63827,0
6/24/03,0.39725,0,10,1602.03552,0
6/25/03,0.3976,0,11,1602.43312,0
6/26/03,0.39696,0,10,1602.83008,0
6/27/03,0.39669,0,10,1603.22677,0
6/28/03,0.39619,0,10,1603.62296,0
6/29/03,0.39904,0,11,1604.022,0
6/30/03,0.39901,0,11,1604.42101,0
7/1/03,0.39693,0,10,1604.81794,0
7/2/03,0.39483,0,10,1605.21277,0
7/3/03,0.3946,0,10,1605.60737,0
7/4/03,0.39385,0,11,1606.00122,0
7/5/03,0.39419,0,10,1606.39541,0
7/6/03,0.39359,0,11,1606.789,0
7/7/03,0.39244,0,11,1607.18144,0
7/8/03,0.392,0,10,1607.57344,0
7/9/03,0.37518,0,11,1607.94862,0
7/10/03,0.39083,0,11,1608.33945,0
7/11/03,0.38602,0,10,1608.72547,0
7/12/03,0.38569,0,8,1609.11116,0
7/13/03,0.39019,0,10,1609.50135,0
7/14/03,0.39156,0,8,1609.89291,0
7/15/03,0.3918,0,10,1610.28471,0
7/16/03,0.38957,0,11,1610.67428,0
7/17/03,0.38596,0,10,1611.06024,0
7/18/03,0.38695,0,8,1611.44719,0
7/19/03,0.38509,0,10,1611.83228,0
7/20/03,0.38536,0,10,1612.21764,0
7/21/03,0.38511,0,11,1612.60275,0
7/22/03,0.38364,0,10,1612.98639,0
7/23/03,0.38447,0,10,1613.37086,0
7/24/03,0.38314,0,10,1613.754,0
7/25/03,0.38319,0,10,1614.13719,0
7/26/03,0.38171,0,10,1614.5189,0
7/27/03,0.38167,0,11,1614.90057,0
7/28/03,0.38268,0,10,1615.28325,0
7/29/03,0.38312,0,11,1615.66637,0
7/30/03,0.38291,0,9,1616.04928,0
7/31/03,0.38199,0,10,1616.43127,0
8/1/03,0.38197,0,10,1616.81324,0
8/2/03,0.38201,0,10,1617.19525,0
8/3/03,0.3825,0,10,1617.57775,0
8/4/03,0.38082,0,10,1617.95857,0
8/5/03,0.38102,0,11,1618.33959,0
8/6/03,0.41547,0,13,1618.75506,0
8/7/03,0.40795,0,11,1619.16301,0
8/8/03,0.4146,0,10,1619.57761,0
8/9/03,0.40833,0,10,1619.98594,0
8/10/03,0.40325,0,11,1620.38919,0
8/11/03,0.40122,0,11,1620.79041,0
8/12/03,0.39811,0,14,1621.18852,0
8/13/03,0.39699,0,8,1621.58551,0
8/14/03,0.39677,0,10,1621.98228,0
8/15/03,0.39105,0,8,1622.37333,0
8/16/03,0.3952,0,11,1622.76853,0
8/17/03,0.39501,0,8,1623.16354,0
8/18/03,0.39415,0,10,1623.55769,0
8/19/03,0.392,0,9,1623.94969,0
8/20/03,0.38731,0,11,1624.337,0
8/21/03,0.38526,0,8,1624.72226,0
8/22/03,0.38277,0,10,1625.10503,0
8/23/03,0.37862,0,8,1625.48365,0
8/24/03,0.37717,0,9,1625.86082,0
8/25/03,0.37484,0,10,1626.23566,0
8/26/03,0.37317,0,11,1626.60883,0
8/27/03,0.37131,0,9,1626.98014,0
8/28/03,0.36913,0,9,1627.34927,0
8/29/03,0.3604,0,10,1627.70967,0
8/30/03,0.36534,0,9,1628.07501,0
8/31/03,0.37235,0,10,1628.44736,0
9/1/03,0.35034,0,10,1628.7977,0
9/2/03,0.33497,0,5,1629.13267,0
9/3/03,0.38218,0,12,1629.51485,0
9/4/03,0.31444,0,5,1629.82929,0
9/5/03,0.39045,0,13,1630.21974,0
9/6/03,0.32043,0,4,1630.54017,0
9/7/03,0.35624,0,3,1630.89641,0
9/8/03,0.34963,0,5,1631.24604,0
9/9/03,0.3081,0,9,1631.55414,0
9/10/03,0.40203,0,10,1631.95617,0
9/11/03,0.31899,0,5,1632.27516,0
9/12/03,0.32257,0,12,1632.59773,0
9/13/03,0.37873,0,6,1632.97646,0
9/14/03,0.29758,0,8,1633.27404,0
9/15/03,0.38131,0,15,1633.65535,0
9/16/03,0.34335,0,3,1633.9987,0
9/17/03,0.30768,0,4,1634.30638,0
9/18/03,0.38405,0,15,1634.69043,0
9/19/03,0.33174,0,3,1635.02217,0
9/20/03,0.30255,0,4,1635.32472,0
9/21/03,0.37481,0,17,1635.69953,0
9/22/03,0.33458,0,3,1636.03411,0
9/23/03,0.303,0,4,1636.33711,0
9/24/03,0.28814,0,6,1636.62525,0
9/25/03,0.39978,0,10,1637.02503,0
9/26/03,0.32245,0,6,1637.34748,0
9/27/03,0.2909,0,5,1637.63838,0
9/28/03,0.37311,0,9,1638.01149,0
9/29/03,0.32462,0,3,1638.33611,0
9/30/03,0.29952,0,6,1638.63563,0
10/1/03,0.45681,0,9,1639.09244,0
10/2/03,0.38886,0,16,1639.4813,0
10/3/03,0.39576,0,8,1639.87706,0
10/4/03,0.3942,0,15,1640.27126,0
10/5/03,0.38802,0,18,1640.65928,0
10/6/03,0.39345,0,11,1641.05273,0
10/7/03,0.39443,0,12,1641.44716,0
10/8/03,0.3968,0,13,1641.84396,0
10/9/03,0.39083,0,15,1642.23479,0
10/10/03,0.38607,0,14,1642.62086,0
10/11/03,0.38415,0,16,1643.00501,0
10/12/03,0.38239,0,10,1643.3874,0
10/13/03,0.3792,0,11,1643.7666,0
10/14/03,0.37729,0,10,1644.14389,0
10/15/03,0.37665,0,13,1644.52054,0
10/16/03,0.3742,0,10,1644.89474,0
10/17/03,0.37342,0,10,1645.26816,0
10/18/03,0.36998,0,11,1645.63814,0
10/19/03,0.37311,0,10,1646.01125,0
10/20/03,0.37048,0,11,1646.38173,0
10/21/03,0.36776,0,10,1646.74949,0
10/22/03,0.36664,0,11,1647.11613,0
10/23/03,0.36672,0,9,1647.48285,0
10/24/03,0.36614,0,11,1647.84899,0
10/25/03,0.36528,0,10,1648.21427,0
10/26/03,0.36538,0,10,1648.57965,0
10/27/03,0.36477,0,13,1648.94442,0
10/28/03,0.36379,0,10,1649.30821,0
10/29/03,0.36403,0,9,1649.67224,0
10/30/03,0.36303,0,10,1650.03527,0
10/31/03,0.36185,0,10,1650.39712,0
11/1/03,0.3605,0,10,1650.75762,0
11/2/03,0.36013,0,10,1651.11775,0
11/3/03,0.35929,0,13,1651.47704,0
11/4/03,0.35913,0,10,1651.83617,0
11/5/03,0.35886,0,9,1652.19503,0
11/6/03,0.35813,0,10,1652.55316,0
11/7/03,0.35871,0,9,1652.91187,0
11/8/03,0.35742,0,10,1653.26929,0
11/9/03,0.35718,0,9,1653.62647,0
11/10/03,0.35664,0,11,1653.98311,0
11/11/03,0.35576,0,10,1654.33887,0
11/12/03,0.35526,0,9,1654.69413,0
11/13/03,0.35461,0,12,1655.04874,0
11/14/03,0.35294,0,10,1655.40168,0
11/15/03,0.3529,0,9,1655.75458,0
11/16/03,0.3505,0,13,1656.10508,0
11/17/03,0.35479,0,10,1656.45987,0
11/18/03,0.35369,0,13,1656.81356,0
11/19/03,0.3537,0,12,1657.16726,0
11/20/03,0.35271,0,9,1657.51997,0
11/21/03,0.35256,0,10,1657.87253,0
11/22/03,0.35178,0,8,1658.22431,0
11/23/03,0.3507,0,12,1658.57501,0
11/24/03,0.35105,0,9,1658.92606,0
11/25/03,0.35057,0,10,1659.27663,0
11/26/03,0.35051,0,9,1659.62714,0
11/27/03,0.34965,0,8,1659.97679,0
11/28/03,0.34925,0,9,1660.32604,0
11/29/03,0.30844,0,5,1660.63448,0
11/30/03,0.33805,0,4,1660.97253,0
12/1/03,0.32461,0,4,1661.29714,0
12/2/03,0.34136,0,6,1661.6385,0
12/3/03,0.34044,0,9,1661.97894,0
12/4/03,0.33761,0,9,1662.31655,0
12/5/03,0.34622,0,10,1662.66277,0
12/6/03,0.34245,0,9,1663.00522,0
12/7/03,0.34547,0,9,1663.35069,0
12/8/03,0.34355,0,10,1663.69424,0
12/9/03,0.34289,0,8,1664.03713,0
12/10/03,0.34211,0,10,1664.37924,0
12/11/03,0.34216,0,8,1664.7214,0
12/12/03,0.33582,0,9,1665.05722,0
12/13/03,0.34176,0,10,1665.39898,0
12/14/03,0.34427,0,9,1665.74325,0
12/15/03,0.34595,0,9,1666.0892,0
12/16/03,0.34315,0,8,1666.43235,0
12/17/03,0.34208,0,12,1666.77443,0
12/18/03,0.34101,0,10,1667.11544,0
12/19/03,0.34001,0,9,1667.45545,0
12/20/03,0.33616,0,10,1667.79161,0
12/21/03,0.33536,0,8,1668.12697,0
12/22/03,0.33708,0,9,1668.46405,0
12/23/03,0.33692,0,10,1668.80097,0
12/24/03,0.33734,0,8,1669.13831,0
12/25/03,0.33665,0,13,1669.47496,0
12/26/03,0.3378,0,10,1669.81276,0
12/27/03,0.33793,0,10,1670.15069,0
12/28/03,0.33744,0,8,1670.48813,0
12/29/03,0.33707,0,8,1670.8252,0
12/30/03,0.3368,0,6,1671.162,0
12/31/03,0.33613,0,8,1671.49813,0
1/1/04,0.33619,0,3,1671.83432,0
1/2/04,0.33521,0,6,1672.16953,0
1/3/04,0.33553,0,8,1672.50506,0
1/4/04,0.33481,0,8,1672.83987,0
1/5/04,0.33374,0,8,1673.17361,0
1/6/04,0.33274,0,9,1673.50635,0
1/7/04,0.33308,0,8,1673.83943,0
1/8/04,0.33193,0,9,1674.17136,0
1/9/04,0.33238,0,8,1674.50374,0
1/10/04,0.3322,0,8,1674.83594,0
1/11/04,0.33311,0,10,1675.16905,0
1/12/04,0.33284,0,8,1675.50189,0
1/13/04,0.33113,0,9,1675.83302,0
1/14/04,0.33086,0,8,1676.16388,0
1/15/04,0.33035,0,8,1676.49423,0
1/16/04,0.33025,0,8,1676.82448,0
1/17/04,0.32996,0,10,1677.15444,0
1/18/04,0.32925,0,8,1677.48369,0
1/19/04,0.32838,0,33,1677.81207,0
1/20/04,0.32813,0,9,1678.1402,0
1/21/04,0.32778,0,8,1678.46798,0
1/22/04,0.32757,0,9,1678.79555,0
1/23/04,0.33126,0,8,1679.12681,0
1/24/04,0.3282,0,9,1679.45501,0
1/25/04,0.32726,0,8,1679.78227,0
1/26/04,0.32497,0,9,1680.10724,0
1/27/04,0.32624,0,16,1680.43348,0
1/28/04,0.31998,0,8,1680.75346,0
1/29/04,0.31274,0,7,1681.0662,0
1/30/04,0.31512,0,8,1681.38132,0
1/31/04,0.31736,0,9,1681.69868,0
2/1/04,0.32196,0,7,1682.02064,0
2/2/04,0.32174,0,8,1682.34238,0
2/3/04,0.31956,0,9,1682.66194,0
2/4/04,0.31954,0,7,1682.98148,0
2/5/04,0.31713,0,9,1683.29861,0
2/6/04,0.31787,0,7,1683.61648,0
2/7/04,0.31655,0,11,1683.93303,0
2/8/04,0.31606,0,7,1684.24909,0
2/9/04,0.31686,0,9,1684.56595,0
2/10/04,0.31775,0,8,1684.8837,0
2/11/04,0.32105,0,9,1685.20475,0
2/12/04,0.32161,0,7,1685.52636,0
2/13/04,0.32021,0,6,1685.84657,0
2/14/04,0.31809,0,6,1686.16466,0
2/15/04,0.32105,0,10,1686.48571,0
2/16/04,0.32048,0,10,1686.80619,0
2/17/04,0.31713,0,6,1687.12332,0
2/18/04,0.31484,0,10,1687.43816,0
2/19/04,0.31787,0,7,1687.75603,0
2/20/04,0.315,0,6,1688.07103,0
2/21/04,0.30912,0,10,1688.38015,0
2/22/04,0.30629,0,7,1688.68644,0
2/23/04,0.31033,0,6,1688.99677,0
2/24/04,0.31006,0,6,1689.30683,0
2/25/04,0.31328,0,8,1689.62011,0
2/26/04,0.31279,0,9,1689.9329,0
2/27/04,0.30935,0,7,1690.24225,0
2/28/04,0.31026,0,7,1690.55251,0
2/29/04,0.30978,0,14,1690.86229,0
3/1/04,0.3125,0,7,1691.17479,0
3/2/04,0.3076,0,13,1691.48239,0
3/3/04,0.32211,0,8,1691.8045,0
3/4/04,0.3095,0,8,1692.114,0
3/5/04,0.30902,0,6,1692.42302,0
3/6/04,0.31035,0,7,1692.73337,0
3/7/04,0.30915,0,7,1693.04252,0
3/8/04,0.3224,0,9,1693.36492,0
3/9/04,0.32582,0,10,1693.69074,0
3/10/04,0.32271,0,10,1694.01345,0
3/11/04,0.31952,0,8,1694.33297,0
3/12/04,0.31752,0,8,1694.65049,0
3/13/04,0.31724,0,8,1694.96773,0
3/14/04,0.3171,0,8,1695.28483,0
3/15/04,0.3155,0,10,1695.60033,0
3/16/04,0.31585,0,8,1695.91618,0
3/17/04,0.31547,0,8,1696.23165,0
3/18/04,0.31462,0,8,1696.54627,0
3/19/04,0.31441,0,9,1696.86068,0
3/20/04,0.3139,0,7,1697.17458,0
3/21/04,0.31327,0,9,1697.48785,0
3/22/04,0.31354,0,11,1697.80139,0
3/23/04,0.31219,0,7,1698.11358,0
3/24/04,0.31196,0,9,1698.42554,0
3/25/04,0.31192,0,9,1698.73746,0
3/26/04,0.31161,0,7,1699.04907,0
3/27/04,0.30998,0,8,1699.35905,0
3/28/04,0.31143,0,7,1699.67048,0
3/29/04,0.30918,0,8,1699.97966,0
3/30/04,0.30911,0,9,1700.28877,0
3/31/04,0.31007,0,8,1700.59884,0
4/1/04,0.30954,0,9,1700.90838,0
4/2/04,0.31036,0,8,1701.21874,0
4/3/04,0.30942,0,9,1701.52816,0
4/4/04,0.30966,0,8,1701.83782,0
4/5/04,0.3081,0,10,1702.14592,0
4/6/04,0.30728,0,7,1702.4532,0
4/7/04,0.30626,0,8,1702.75946,0
4/8/04,0.31256,0,7,1703.07202,0
4/9/04,0.31332,0,7,1703.38534,0
4/10/04,0.19143,0,3,1703.57677,0
4/11/04,0.32935,0,4,1703.90612,0
4/12/04,0.302,0,5,1704.20812,0
4/13/04,0.28327,0,5,1704.49139,0
4/14/04,0.3093,0,8,1704.80069,0
4/15/04,0.30032,0,8,1705.10101,0
4/16/04,0.30527,0,7,1705.40628,0
4/17/04,0.30858,0,9,1705.71486,0
4/18/04,0.30591,0,9,1706.02077,0
4/19/04,0.30466,0,8,1706.32543,0
4/20/04,0.31683,0,10,1706.64226,0
4/21/04,0.31646,0,10,1706.95872,0
4/22/04,0.3123,0,8,1707.27102,0
4/23/04,0.35243,0,9,1707.62345,0
4/24/04,0.31448,0,9,1707.93793,0
4/25/04,0.31207,0,8,1708.25,0
4/26/04,0.31146,0,8,1708.56146,0
4/27/04,0.31046,0,8,1708.87192,0
4/28/04,0.31006,0,8,1709.18198,0
4/29/04,0.30788,0,7,1709.48986,0
4/30/04,0.30974,0,9,1709.7996,0
5/1/04,0.31096,0,12,1710.11056,0
5/2/04,0.34098,0,9,1710.45154,0
5/3/04,0.28023,0,4,1710.73177,0
5/4/04,0.29282,0,7,1711.02459,0
5/5/04,0.32192,0,7,1711.34651,0
5/6/04,0.27194,0,5,1711.61845,0
5/7/04,0.2767,0,6,1711.89515,0
5/8/04,0.27263,0,7,1712.16778,0
5/9/04,0.32619,0,9,1712.49397,0
5/10/04,0.29472,0,5,1712.78869,0
5/11/04,0.30754,0,9,1713.09623,0
5/12/04,0.3236,0,2,1713.41983,0
5/13/04,0.25563,0,5,1713.67546,0
5/14/04,0.34624,0,9,1714.0217,0
5/15/04,0.25892,0,6,1714.28062,0
5/16/04,0.32169,0,10,1714.60231,0
5/17/04,0.30181,0,8,1714.90412,0
5/18/04,0.32301,0,10,1715.22713,0
5/19/04,0.31558,0,8,1715.54271,0
5/20/04,0.30671,0,8,1715.84942,0
5/21/04,0.30417,0,8,1716.15359,0
5/22/04,0.30308,0,8,1716.45667,0
5/23/04,0.28774,0,6,1716.74441,0
5/24/04,0.30558,0,8,1717.04999,0
5/25/04,0.29639,0,7,1717.34638,0
5/26/04,0.29711,0,9,1717.64349,0
5/27/04,0.29906,0,7,1717.94255,0
5/28/04,0.29495,0,9,1718.2375,0
5/29/04,0.29662,0,7,1718.53412,0
5/30/04,0.28992,0,7,1718.82404,0
5/31/04,0.29096,0,7,1719.115,0
6/1/04,0.29003,0,7,1719.40503,0
6/2/04,0.29429,0,7,1719.69932,0
6/3/04,0.29498,0,8,1719.9943,0
6/4/04,0.29691,0,7,1720.29121,0
6/5/04,0.29831,0,9,1720.58952,0
6/6/04,0.29361,0,8,1720.88313,0
6/7/04,0.29476,0,7,1721.17789,0
6/8/04,0.29646,0,7,1721.47435,0
6/9/04,0.29548,0,8,1721.76983,0
6/10/04,0.29469,0,7,1722.06452,0
6/11/04,0.26296,0,5,1722.32748,0
6/12/04,0.24291,0,4,1722.57039,0
6/13/04,0.33183,0,3,1722.90222,0
6/14/04,0.29566,0,5,1723.19788,0
6/15/04,0.28975,0,7,1723.48763,0
6/16/04,0.2944,0,6,1723.78203,0
6/17/04,0.29059,0,7,1724.07262,0
6/18/04,0.2886,0,6,1724.36122,0
6/19/04,0.28793,0,7,1724.64915,0
6/20/04,0.28751,0,8,1724.93666,0
6/21/04,0.28724,0,7,1725.2239,0
6/22/04,0.28733,0,7,1725.51123,0
6/23/04,0.2832,0,8,1725.79443,0
6/24/04,0.28798,0,7,1726.08241,0
6/25/04,0.28656,0,8,1726.36897,0
6/26/04,0.28674,0,6,1726.65571,0
6/27/04,0.3021,0,5,1726.95781,0
6/28/04,0.29537,0,6,1727.25318,0
6/29/04,0.29086,0,8,1727.54404,0
6/30/04,0.30097,0,8,1727.84501,0
7/1/04,0.29319,0,8,1728.1382,0
7/2/04,0.29258,0,8,1728.43078,0
7/3/04,0.29236,0,12,1728.72314,0
7/4/04,0.29095,0,9,1729.01409,0
7/5/04,0.29478,0,8,1729.30887,0
7/6/04,0.29294,0,8,1729.60181,0
7/7/04,0.27948,0,7,1729.88129,0
7/8/04,0.29083,0,8,1730.17212,0
7/9/04,0.2903,0,7,1730.46242,0
7/10/04,0.28965,0,8,1730.75207,0
7/11/04,0.28912,0,7,1731.04119,0
7/12/04,0.28896,0,7,1731.33015,0
7/13/04,0.28815,0,8,1731.6183,0
7/14/04,0.28736,0,6,1731.90566,0
7/15/04,0.28681,0,8,1732.19247,0
7/16/04,0.28694,0,7,1732.47941,0
7/17/04,0.28613,0,11,1732.76554,0
7/18/04,0.28651,0,7,1733.05205,0
7/19/04,0.28641,0,7,1733.33846,0
7/20/04,0.28589,0,7,1733.62435,0
7/21/04,0.28534,0,8,1733.90969,0
7/22/04,0.28505,0,7,1734.19474,0
7/23/04,0.28533,0,7,1734.48007,0
7/24/04,0.28455,0,7,1734.76462,0
7/25/04,0.28439,0,8,1735.04901,0
7/26/04,0.2848,0,6,1735.33381,0
7/27/04,0.28397,0,7,1735.61778,0
7/28/04,0.28353,0,11,1735.90131,0
7/29/04,0.2831,0,8,1736.18441,0
7/30/04,0.28313,0,7,1736.46754,0
7/31/04,0.28205,0,7,1736.74959,0
8/1/04,0.28065,0,6,1737.03024,0
8/2/04,0.28087,0,7,1737.31111,0
8/3/04,0.28065,0,7,1737.59176,0
8/4/04,0.28037,0,10,1737.87213,0
8/5/04,0.28004,0,7,1738.15217,0
8/6/04,0.27308,0,5,1738.42525,0
8/7/04,0.27721,0,8,1738.70246,0
8/8/04,0.27709,0,6,1738.97955,0
8/9/04,0.28083,0,8,1739.26038,0
8/10/04,0.27944,0,7,1739.53982,0
8/11/04,0.28101,0,7,1739.82083,0
8/12/04,0.27898,0,6,1740.09981,0
8/13/04,0.27993,0,7,1740.37974,0
8/14/04,0.27714,0,7,1740.65688,0
8/15/04,0.27864,0,7,1740.93552,0
8/16/04,0.27725,0,12,1741.21277,0
8/17/04,0.27864,0,7,1741.49141,0
8/18/04,0.277,0,7,1741.76841,0
8/19/04,0.26241,0,6,1742.03082,0
8/20/04,0.23524,0,6,1742.26606,0
8/21/04,0.25778,0,4,1742.52384,0
8/22/04,0.26964,0,6,1742.79348,0
8/23/04,0.25926,0,3,1743.05274,0
8/24/04,0.27155,0,8,1743.32429,0
8/25/04,0.26954,0,7,1743.59383,0
8/26/04,0.26763,0,10,1743.86146,0
8/27/04,0.2429,0,6,1744.10436,0
8/28/04,0.28364,0,3,1744.388,0
8/29/04,0.2714,0,9,1744.6594,0
8/30/04,0.26996,0,6,1744.92936,0
8/31/04,0.26588,0,6,1745.19524,0
9/1/04,0.27161,0,6,1745.46685,0
9/2/04,0.27084,0,12,1745.73769,0
9/3/04,0.27018,0,6,1746.00787,0
9/4/04,0.27615,0,7,1746.28402,0
9/5/04,0.27353,0,7,1746.55755,0
9/6/04,0.27667,0,8,1746.83422,0
9/7/04,0.27456,0,8,1747.10878,0
9/8/04,0.27378,0,6,1747.38256,0
9/9/04,0.27266,0,7,1747.65522,0
9/10/04,0.27016,0,6,1747.92538,0
9/11/04,0.27147,0,8,1748.19685,0
9/12/04,0.2702,0,10,1748.46705,0
9/13/04,0.27255,0,6,1748.7396,0
9/14/04,0.27181,0,8,1749.01141,0
9/15/04,0.27012,0,6,1749.28153,0
9/16/04,0.26997,0,6,1749.5515,0
9/17/04,0.2696,0,6,1749.8211,0
9/18/04,0.26942,0,8,1750.09052,0
9/19/04,0.27121,0,8,1750.36173,0
9/20/04,0.27062,0,9,1750.63235,0
9/21/04,0.26953,0,8,1750.90188,0
9/22/04,0.26938,0,8,1751.17126,0
9/23/04,0.26887,0,7,1751.44013,0
9/24/04,0.26792,0,6,1751.70805,0
9/25/04,0.26595,0,6,1751.974,0
9/26/04,0.26818,0,7,1752.24218,0
9/27/04,0.26982,0,7,1752.512,0
9/28/04,0.26912,0,7,1752.78112,0
9/29/04,0.26855,0,6,1753.04967,0
9/30/04,0.2681,0,7,1753.31777,0
10/1/04,0.26786,0,7,1753.58563,0
10/2/04,0.26664,0,7,1753.85227,0
10/3/04,0.26792,0,6,1754.12019,0
10/4/04,0.26727,0,7,1754.38746,0
10/5/04,0.26762,0,13,1754.65508,0
10/6/04,0.26708,0,6,1754.92216,0
10/7/04,0.26695,0,6,1755.18911,0
10/8/04,0.11596,0,8,1755.30507,0
10/9/04,0.24472,0,3,1755.54979,0
10/10/04,0.28612,0,3,1755.83591,0
10/11/04,0.269,0,3,1756.10491,0
10/12/04,0.26265,0,4,1756.36756,0
10/13/04,0.25379,0,4,1756.62135,0
10/14/04,0.25963,0,4,1756.88098,0
10/15/04,0.26439,0,6,1757.14537,0
10/16/04,0.25937,0,6,1757.40474,0
10/17/04,0.25816,0,6,1757.6629,0
10/18/04,0.25783,0,6,1757.92073,0
10/19/04,0.25805,0,6,1758.17878,0
10/20/04,0.25756,0,7,1758.43634,0
10/21/04,0.25716,0,6,1758.6935,0
10/22/04,0.25817,0,12,1758.95167,0
10/23/04,0.25639,0,6,1759.20806,0
10/24/04,0.2594,0,6,1759.46746,0
10/25/04,0.25647,0,6,1759.72393,0
10/26/04,0.25651,0,6,1759.98044,0
10/27/04,0.25626,0,12,1760.2367,0
10/28/04,0.25278,0,6,1760.48948,0
10/29/04,0.25432,0,6,1760.7438,0
10/30/04,0.25094,0,6,1760.99474,0
10/31/04,0.25026,0,5,1761.245,0
11/1/04,0.25478,0,6,1761.49978,0
11/2/04,0.25408,0,5,1761.75386,0
11/3/04,0.25196,0,6,1762.00582,0
11/4/04,0.2526,0,6,1762.25842,0
11/5/04,0.24719,0,5,1762.50561,0
11/6/04,0.24385,0,6,1762.74946,0
11/7/04,0.23394,0,4,1762.9834,0
11/8/04,0.23506,0,4,1763.21846,0
11/9/04,0.23569,0,5,1763.45415,0
11/10/04,0.23201,0,5,1763.68616,0
11/11/04,0.23382,0,5,1763.91998,0
11/12/04,0.2229,0,8,1764.14288,0
11/13/04,0.23163,0,5,1764.37451,0
11/14/04,0.22654,0,4,1764.60105,0
11/15/04,0.21749,0,6,1764.81854,0
11/16/04,0.19639,0,2,1765.01493,0
11/17/04,0.21394,0,4,1765.22887,0
11/18/04,0.21619,0,6,1765.44506,0
11/19/04,0.17791,0,2,1765.62297,0
11/20/04,0.22426,0,2,1765.84723,0
11/21/04,0.10045,0,5,1765.94768,0
11/22/04,0.22693,0,0,1766.17461,0
11/23/04,0.26748,0,3,1766.44209,0
11/24/04,0.2224,0,1,1766.66449,0
11/25/04,0.188,0,4,1766.85249,0
11/26/04,0.21037,0,0,1767.06286,0
11/27/04,0.14002,0,0,1767.20288,0
11/28/04,0.29466,0,10,1767.49754,0
11/29/04,0.20965,0,0,1767.70719,0
11/30/04,0.1435,0,0,1767.85069,0
12/1/04,0.3078,0,10,1768.15849,0
12/2/04,0.21986,0,0,1768.37835,0
12/3/04,0.14959,0,0,1768.52794,0
12/4/04,0.28881,0,12,1768.81675,0
12/5/04,0.21409,0,0,1769.03084,0
12/6/04,0.36787,0,18,1769.39871,0
12/7/04,0.2401,0,5,1769.63881,0
12/8/04,0.35682,0,11,1769.99563,0
12/9/04,0.28956,0,15,1770.28519,0
12/10/04,0.28214,0,7,1770.56733,0
12/11/04,0.27621,0,6,1770.84354,0
12/12/04,0.27605,0,6,1771.11959,0
12/13/04,0.27093,0,7,1771.39052,0
12/14/04,0.26886,0,7,1771.65938,0
12/15/04,0.26589,0,8,1771.92527,0
12/16/04,0.2641,0,7,1772.18937,0
12/17/04,0.26228,0,7,1772.45165,0
12/18/04,0.25577,0,7,1772.70742,0
12/19/04,0.25762,0,6,1772.96504,0
12/20/04,0.26254,0,7,1773.22758,0
12/21/04,0.25743,0,6,1773.48501,0
12/22/04,0.26344,0,7,1773.74845,0
12/23/04,0.25512,0,7,1774.00357,0
12/24/04,0.25356,0,12,1774.25713,0
12/25/04,0.23339,0,6,1774.49052,0
12/26/04,0.24946,0,4,1774.73998,0
12/27/04,0.25965,0,7,1774.99963,0
12/28/04,0.25712,0,6,1775.25675,0
12/29/04,0.22415,0,8,1775.4809,0
12/30/04,0.257,0,8,1775.7379,0
12/31/04,0.25217,0,5,1775.99007,0
1/1/05,0.26878,0,10,1776.25885,0
1/2/05,0.25022,0,6,1776.50907,0
1/3/05,0.25774,0,5,1776.76681,0
1/4/05,0.23924,0,6,1777.00605,0
1/5/05,0.24709,0,3,1777.25314,0
1/6/05,0.25537,0,8,1777.50851,0
1/7/05,0.26125,0,5,1777.76976,0
1/8/05,0.25308,0,7,1778.02284,0
1/9/05,0.25269,0,7,1778.27553,0
1/10/05,0.25074,0,7,1778.52627,0
1/11/05,0.2553,0,5,1778.78157,0
1/12/05,0.25344,0,13,1779.03501,0
1/13/05,0.24325,0,7,1779.27826,0
1/14/05,0.23008,0,4,1779.50834,0
1/15/05,0.27398,0,5,1779.78232,0
